quantile,value,type,location,target,forecast_date,target_end_date
,834,point,24003,2 wk ahead inc case,2020-08-02,2020-08-15
,1061,point,24003,3 wk ahead inc case,2020-08-02,2020-08-22
,1278,point,24003,4 wk ahead inc case,2020-08-02,2020-08-29
,930,point,31055,1 wk ahead inc case,2020-08-02,2020-08-08
,978,point,31055,2 wk ahead inc case,2020-08-02,2020-08-15
,1078,point,31055,3 wk ahead inc case,2020-08-02,2020-08-22
,1118,point,31055,4 wk ahead inc case,2020-08-02,2020-08-29
,529,point,42045,1 wk ahead inc case,2020-08-02,2020-08-08
,603,point,42045,2 wk ahead inc case,2020-08-02,2020-08-15
,681,point,42045,3 wk ahead inc case,2020-08-02,2020-08-22
,780,point,42045,4 wk ahead inc case,2020-08-02,2020-08-29
,234,point,25005,1 wk ahead inc case,2020-08-02,2020-08-08
,246,point,25005,2 wk ahead inc case,2020-08-02,2020-08-15
,266,point,25005,3 wk ahead inc case,2020-08-02,2020-08-22
,277,point,25005,4 wk ahead inc case,2020-08-02,2020-08-29
,300,point,10003,1 wk ahead inc case,2020-08-02,2020-08-08
,248,point,10003,2 wk ahead inc case,2020-08-02,2020-08-15
,216,point,10003,3 wk ahead inc case,2020-08-02,2020-08-22
,182,point,10003,4 wk ahead inc case,2020-08-02,2020-08-29
,43,point,34039,1 wk ahead inc case,2020-08-02,2020-08-08
,63,point,34039,2 wk ahead inc case,2020-08-02,2020-08-15
,94,point,34039,3 wk ahead inc case,2020-08-02,2020-08-22
,138,point,34039,4 wk ahead inc case,2020-08-02,2020-08-29
,537,point,12101,1 wk ahead inc case,2020-08-02,2020-08-08
,400,point,12101,2 wk ahead inc case,2020-08-02,2020-08-15
,318,point,12101,3 wk ahead inc case,2020-08-02,2020-08-22
,232,point,12101,4 wk ahead inc case,2020-08-02,2020-08-29
,736,point,12127,1 wk ahead inc case,2020-08-02,2020-08-08
,598,point,12127,2 wk ahead inc case,2020-08-02,2020-08-15
,514,point,12127,3 wk ahead inc case,2020-08-02,2020-08-22
,423,point,12127,4 wk ahead inc case,2020-08-02,2020-08-29
,1130,point,06099,1 wk ahead inc case,2020-08-02,2020-08-08
,924,point,06099,2 wk ahead inc case,2020-08-02,2020-08-15
,837,point,06099,3 wk ahead inc case,2020-08-02,2020-08-22
,678,point,06099,4 wk ahead inc case,2020-08-02,2020-08-29
,588,point,27123,1 wk ahead inc case,2020-08-02,2020-08-08
,639,point,27123,2 wk ahead inc case,2020-08-02,2020-08-15
,700,point,27123,3 wk ahead inc case,2020-08-02,2020-08-22
,732,point,27123,4 wk ahead inc case,2020-08-02,2020-08-29
,324,point,55025,1 wk ahead inc case,2020-08-02,2020-08-08
,289,point,55025,2 wk ahead inc case,2020-08-02,2020-08-15
,258,point,55025,3 wk ahead inc case,2020-08-02,2020-08-22
,232,point,55025,4 wk ahead inc case,2020-08-02,2020-08-29
,374,point,42071,1 wk ahead inc case,2020-08-02,2020-08-08
,436,point,42071,2 wk ahead inc case,2020-08-02,2020-08-15
,532,point,42071,3 wk ahead inc case,2020-08-02,2020-08-22
,614,point,42071,4 wk ahead inc case,2020-08-02,2020-08-29
,321,point,39153,1 wk ahead inc case,2020-08-02,2020-08-08
,331,point,39153,2 wk ahead inc case,2020-08-02,2020-08-15
,356,point,39153,3 wk ahead inc case,2020-08-02,2020-08-22
,379,point,39153,4 wk ahead inc case,2020-08-02,2020-08-29
,458,point,37081,1 wk ahead inc case,2020-08-02,2020-08-08
,429,point,37081,2 wk ahead inc case,2020-08-02,2020-08-15
,421,point,37081,3 wk ahead inc case,2020-08-02,2020-08-22
,397,point,37081,4 wk ahead inc case,2020-08-02,2020-08-29
,558,point,17089,1 wk ahead inc case,2020-08-02,2020-08-08
,732,point,17089,2 wk ahead inc case,2020-08-02,2020-08-15
,968,point,17089,3 wk ahead inc case,2020-08-02,2020-08-22
,1212,point,17089,4 wk ahead inc case,2020-08-02,2020-08-29
,604,point,39113,1 wk ahead inc case,2020-08-02,2020-08-08
,609,point,39113,2 wk ahead inc case,2020-08-02,2020-08-15
,630,point,39113,3 wk ahead inc case,2020-08-02,2020-08-22
,630,point,39113,4 wk ahead inc case,2020-08-02,2020-08-29
,206,point,42029,1 wk ahead inc case,2020-08-02,2020-08-08
,174,point,42029,2 wk ahead inc case,2020-08-02,2020-08-15
,145,point,42029,3 wk ahead inc case,2020-08-02,2020-08-22
,122,point,42029,4 wk ahead inc case,2020-08-02,2020-08-29
,714,point,45045,1 wk ahead inc case,2020-08-02,2020-08-08
,532,point,45045,2 wk ahead inc case,2020-08-02,2020-08-15
,419,point,45045,3 wk ahead inc case,2020-08-02,2020-08-22
,320,point,45045,4 wk ahead inc case,2020-08-02,2020-08-29
,832,point,53063,1 wk ahead inc case,2020-08-02,2020-08-08
,897,point,53063,2 wk ahead inc case,2020-08-02,2020-08-15
,1002,point,53063,3 wk ahead inc case,2020-08-02,2020-08-22
,1128,point,53063,4 wk ahead inc case,2020-08-02,2020-08-29
,120,point,25023,1 wk ahead inc case,2020-08-02,2020-08-08
,124,point,25023,2 wk ahead inc case,2020-08-02,2020-08-15
,134,point,25023,3 wk ahead inc case,2020-08-02,2020-08-22
,136,point,25023,4 wk ahead inc case,2020-08-02,2020-08-29
,521,point,08001,1 wk ahead inc case,2020-08-02,2020-08-08
,553,point,08001,2 wk ahead inc case,2020-08-02,2020-08-15
,612,point,08001,3 wk ahead inc case,2020-08-02,2020-08-22
,647,point,08001,4 wk ahead inc case,2020-08-02,2020-08-29
,835,point,20173,1 wk ahead inc case,2020-08-02,2020-08-08
,826,point,20173,2 wk ahead inc case,2020-08-02,2020-08-15
,912,point,20173,3 wk ahead inc case,2020-08-02,2020-08-22
,910,point,20173,4 wk ahead inc case,2020-08-02,2020-08-29
,258,point,34007,1 wk ahead inc case,2020-08-02,2020-08-08
,276,point,34007,2 wk ahead inc case,2020-08-02,2020-08-15
,291,point,34007,3 wk ahead inc case,2020-08-02,2020-08-22
,310,point,34007,4 wk ahead inc case,2020-08-02,2020-08-29
,144,point,34031,1 wk ahead inc case,2020-08-02,2020-08-08
,152,point,34031,2 wk ahead inc case,2020-08-02,2020-08-15
,166,point,34031,3 wk ahead inc case,2020-08-02,2020-08-22
,173,point,34031,4 wk ahead inc case,2020-08-02,2020-08-29
,707,point,06097,1 wk ahead inc case,2020-08-02,2020-08-08
,806,point,06097,2 wk ahead inc case,2020-08-02,2020-08-15
,895,point,06097,3 wk ahead inc case,2020-08-02,2020-08-22
,943,point,06097,4 wk ahead inc case,2020-08-02,2020-08-29
,55,point,34027,1 wk ahead inc case,2020-08-02,2020-08-08
,48,point,34027,2 wk ahead inc case,2020-08-02,2020-08-15
,44,point,34027,3 wk ahead inc case,2020-08-02,2020-08-22
,41,point,34027,4 wk ahead inc case,2020-08-02,2020-08-29
,639,point,19153,1 wk ahead inc case,2020-08-02,2020-08-08
,588,point,19153,2 wk ahead inc case,2020-08-02,2020-08-15
,540,point,19153,3 wk ahead inc case,2020-08-02,2020-08-22
,508,point,19153,4 wk ahead inc case,2020-08-02,2020-08-29
,452,point,53011,1 wk ahead inc case,2020-08-02,2020-08-08
,666,point,53011,2 wk ahead inc case,2020-08-02,2020-08-15
,977,point,53011,3 wk ahead inc case,2020-08-02,2020-08-22
,1380,point,53011,4 wk ahead inc case,2020-08-02,2020-08-29
,288,point,18089,1 wk ahead inc case,2020-08-02,2020-08-08
,226,point,18089,2 wk ahead inc case,2020-08-02,2020-08-15
,180,point,18089,3 wk ahead inc case,2020-08-02,2020-08-22
,139,point,18089,4 wk ahead inc case,2020-08-02,2020-08-29
,1087,point,16001,1 wk ahead inc case,2020-08-02,2020-08-08
,868,point,16001,2 wk ahead inc case,2020-08-02,2020-08-15
,679,point,16001,3 wk ahead inc case,2020-08-02,2020-08-22
,554,point,16001,4 wk ahead inc case,2020-08-02,2020-08-29
,475,point,12117,1 wk ahead inc case,2020-08-02,2020-08-08
,355,point,12117,2 wk ahead inc case,2020-08-02,2020-08-15
,270,point,12117,3 wk ahead inc case,2020-08-02,2020-08-22
,196,point,12117,4 wk ahead inc case,2020-08-02,2020-08-29
,530,point,32031,1 wk ahead inc case,2020-08-02,2020-08-08
,512,point,32031,2 wk ahead inc case,2020-08-02,2020-08-15
,516,point,32031,3 wk ahead inc case,2020-08-02,2020-08-22
,494,point,32031,4 wk ahead inc case,2020-08-02,2020-08-29
,357,point,51153,1 wk ahead inc case,2020-08-02,2020-08-08
,346,point,51153,2 wk ahead inc case,2020-08-02,2020-08-15
,340,point,51153,3 wk ahead inc case,2020-08-02,2020-08-22
,327,point,51153,4 wk ahead inc case,2020-08-02,2020-08-29
,990,point,47093,1 wk ahead inc case,2020-08-02,2020-08-08
,1089,point,47093,2 wk ahead inc case,2020-08-02,2020-08-15
,1185,point,47093,3 wk ahead inc case,2020-08-02,2020-08-22
,1272,point,47093,4 wk ahead inc case,2020-08-02,2020-08-29
,223,point,25013,1 wk ahead inc case,2020-08-02,2020-08-08
,256,point,25013,2 wk ahead inc case,2020-08-02,2020-08-15
,318,point,25013,3 wk ahead inc case,2020-08-02,2020-08-22
,370,point,25013,4 wk ahead inc case,2020-08-02,2020-08-29
,659,point,06107,1 wk ahead inc case,2020-08-02,2020-08-08
,566,point,06107,2 wk ahead inc case,2020-08-02,2020-08-15
,524,point,06107,3 wk ahead inc case,2020-08-02,2020-08-22
,442,point,06107,4 wk ahead inc case,2020-08-02,2020-08-29
,719,point,04021,1 wk ahead inc case,2020-08-02,2020-08-08
,648,point,04021,2 wk ahead inc case,2020-08-02,2020-08-15
,546,point,04021,3 wk ahead inc case,2020-08-02,2020-08-22
,485,point,04021,4 wk ahead inc case,2020-08-02,2020-08-29
,97,point,36067,1 wk ahead inc case,2020-08-02,2020-08-08
,86,point,36067,2 wk ahead inc case,2020-08-02,2020-08-15
,86,point,36067,3 wk ahead inc case,2020-08-02,2020-08-22
,75,point,36067,4 wk ahead inc case,2020-08-02,2020-08-29
,818,point,51810,1 wk ahead inc case,2020-08-02,2020-08-08
,782,point,51810,2 wk ahead inc case,2020-08-02,2020-08-15
,805,point,51810,3 wk ahead inc case,2020-08-02,2020-08-22
,808,point,51810,4 wk ahead inc case,2020-08-02,2020-08-29
,136,point,42133,1 wk ahead inc case,2020-08-02,2020-08-08
,119,point,42133,2 wk ahead inc case,2020-08-02,2020-08-15
,105,point,42133,3 wk ahead inc case,2020-08-02,2020-08-22
,92,point,42133,4 wk ahead inc case,2020-08-02,2020-08-29
,242,point,06095,1 wk ahead inc case,2020-08-02,2020-08-08
,185,point,06095,2 wk ahead inc case,2020-08-02,2020-08-15
,146,point,06095,3 wk ahead inc case,2020-08-02,2020-08-22
,112,point,06095,4 wk ahead inc case,2020-08-02,2020-08-29
,11082,point,06083,1 wk ahead inc case,2020-08-02,2020-08-08
,20354,point,06083,2 wk ahead inc case,2020-08-02,2020-08-15
,22816,point,06083,3 wk ahead inc case,2020-08-02,2020-08-22
,15366,point,06083,4 wk ahead inc case,2020-08-02,2020-08-29
,205,point,34005,1 wk ahead inc case,2020-08-02,2020-08-08
,252,point,34005,2 wk ahead inc case,2020-08-02,2020-08-15
,300,point,34005,3 wk ahead inc case,2020-08-02,2020-08-22
,350,point,34005,4 wk ahead inc case,2020-08-02,2020-08-29
,1239,point,22033,1 wk ahead inc case,2020-08-02,2020-08-08
,1120,point,22033,2 wk ahead inc case,2020-08-02,2020-08-15
,1060,point,22033,3 wk ahead inc case,2020-08-02,2020-08-22
,922,point,22033,4 wk ahead inc case,2020-08-02,2020-08-29
,998,point,06053,1 wk ahead inc case,2020-08-02,2020-08-08
,1119,point,06053,2 wk ahead inc case,2020-08-02,2020-08-15
,1253,point,06053,3 wk ahead inc case,2020-08-02,2020-08-22
,1354,point,06053,4 wk ahead inc case,2020-08-02,2020-08-29
,490,point,12115,1 wk ahead inc case,2020-08-02,2020-08-08
,373,point,12115,2 wk ahead inc case,2020-08-02,2020-08-15
,289,point,12115,3 wk ahead inc case,2020-08-02,2020-08-22
,216,point,12115,4 wk ahead inc case,2020-08-02,2020-08-29
,940,point,22051,1 wk ahead inc case,2020-08-02,2020-08-08
,934,point,22051,2 wk ahead inc case,2020-08-02,2020-08-15
,945,point,22051,3 wk ahead inc case,2020-08-02,2020-08-22
,928,point,22051,4 wk ahead inc case,2020-08-02,2020-08-29
,454,point,27037,1 wk ahead inc case,2020-08-02,2020-08-08
,491,point,27037,2 wk ahead inc case,2020-08-02,2020-08-15
,532,point,27037,3 wk ahead inc case,2020-08-02,2020-08-22
,576,point,27037,4 wk ahead inc case,2020-08-02,2020-08-29
,901,point,39095,1 wk ahead inc case,2020-08-02,2020-08-08
,1100,point,39095,2 wk ahead inc case,2020-08-02,2020-08-15
,1350,point,39095,3 wk ahead inc case,2020-08-02,2020-08-22
,1576,point,39095,4 wk ahead inc case,2020-08-02,2020-08-29
,5163,point,48061,1 wk ahead inc case,2020-08-02,2020-08-08
,5088,point,48061,2 wk ahead inc case,2020-08-02,2020-08-15
,4462,point,48061,3 wk ahead inc case,2020-08-02,2020-08-22
,3394,point,48061,4 wk ahead inc case,2020-08-02,2020-08-29
,159,point,42011,1 wk ahead inc case,2020-08-02,2020-08-08
,159,point,42011,2 wk ahead inc case,2020-08-02,2020-08-15
,163,point,42011,3 wk ahead inc case,2020-08-02,2020-08-22
,153,point,42011,4 wk ahead inc case,2020-08-02,2020-08-29
,114,point,41005,1 wk ahead inc case,2020-08-02,2020-08-08
,104,point,41005,2 wk ahead inc case,2020-08-02,2020-08-15
,95,point,41005,3 wk ahead inc case,2020-08-02,2020-08-22
,85,point,41005,4 wk ahead inc case,2020-08-02,2020-08-29
,108,point,33011,1 wk ahead inc case,2020-08-02,2020-08-08
,105,point,33011,2 wk ahead inc case,2020-08-02,2020-08-15
,104,point,33011,3 wk ahead inc case,2020-08-02,2020-08-22
,92,point,33011,4 wk ahead inc case,2020-08-02,2020-08-29
,916,point,45079,1 wk ahead inc case,2020-08-02,2020-08-08
,871,point,45079,2 wk ahead inc case,2020-08-02,2020-08-15
,800,point,45079,3 wk ahead inc case,2020-08-02,2020-08-22
,730,point,45079,4 wk ahead inc case,2020-08-02,2020-08-29
,142,point,51107,1 wk ahead inc case,2020-08-02,2020-08-08
,119,point,51107,2 wk ahead inc case,2020-08-02,2020-08-15
,101,point,51107,3 wk ahead inc case,2020-08-02,2020-08-22
,85,point,51107,4 wk ahead inc case,2020-08-02,2020-08-29
,2088,point,01097,1 wk ahead inc case,2020-08-02,2020-08-08
,2538,point,01097,2 wk ahead inc case,2020-08-02,2020-08-15
,3200,point,01097,3 wk ahead inc case,2020-08-02,2020-08-22
,3799,point,01097,4 wk ahead inc case,2020-08-02,2020-08-29
,640,point,45019,1 wk ahead inc case,2020-08-02,2020-08-08
,409,point,45019,2 wk ahead inc case,2020-08-02,2020-08-15
,268,point,45019,3 wk ahead inc case,2020-08-02,2020-08-22
,173,point,45019,4 wk ahead inc case,2020-08-02,2020-08-29
,169,point,26049,1 wk ahead inc case,2020-08-02,2020-08-08
,166,point,26049,2 wk ahead inc case,2020-08-02,2020-08-15
,172,point,26049,3 wk ahead inc case,2020-08-02,2020-08-22
,170,point,26049,4 wk ahead inc case,2020-08-02,2020-08-29
,884,point,55133,1 wk ahead inc case,2020-08-02,2020-08-08
,971,point,55133,2 wk ahead inc case,2020-08-02,2020-08-15
,1080,point,55133,3 wk ahead inc case,2020-08-02,2020-08-22
,1238,point,55133,4 wk ahead inc case,2020-08-02,2020-08-29
,1026,point,12081,1 wk ahead inc case,2020-08-02,2020-08-08
,866,point,12081,2 wk ahead inc case,2020-08-02,2020-08-15
,773,point,12081,3 wk ahead inc case,2020-08-02,2020-08-22
,652,point,12081,4 wk ahead inc case,2020-08-02,2020-08-29
,1065,point,29183,1 wk ahead inc case,2020-08-02,2020-08-08
,1336,point,29183,2 wk ahead inc case,2020-08-02,2020-08-15
,1845,point,29183,3 wk ahead inc case,2020-08-02,2020-08-22
,2353,point,29183,4 wk ahead inc case,2020-08-02,2020-08-29
,274,point,06061,1 wk ahead inc case,2020-08-02,2020-08-08
,254,point,06061,2 wk ahead inc case,2020-08-02,2020-08-15
,266,point,06061,3 wk ahead inc case,2020-08-02,2020-08-22
,252,point,06061,4 wk ahead inc case,2020-08-02,2020-08-29
,444,point,05119,1 wk ahead inc case,2020-08-02,2020-08-08
,368,point,05119,2 wk ahead inc case,2020-08-02,2020-08-15
,333,point,05119,3 wk ahead inc case,2020-08-02,2020-08-22
,298,point,05119,4 wk ahead inc case,2020-08-02,2020-08-29
,403,point,22071,1 wk ahead inc case,2020-08-02,2020-08-08
,353,point,22071,2 wk ahead inc case,2020-08-02,2020-08-15
,316,point,22071,3 wk ahead inc case,2020-08-02,2020-08-22
,268,point,22071,4 wk ahead inc case,2020-08-02,2020-08-29
,69,point,36071,1 wk ahead inc case,2020-08-02,2020-08-08
,63,point,36071,2 wk ahead inc case,2020-08-02,2020-08-15
,59,point,36071,3 wk ahead inc case,2020-08-02,2020-08-22
,56,point,36071,4 wk ahead inc case,2020-08-02,2020-08-29
,668,point,12021,1 wk ahead inc case,2020-08-02,2020-08-08
,515,point,12021,2 wk ahead inc case,2020-08-02,2020-08-15
,408,point,12021,3 wk ahead inc case,2020-08-02,2020-08-22
,306,point,12021,4 wk ahead inc case,2020-08-02,2020-08-29
,226,point,39017,1 wk ahead inc case,2020-08-02,2020-08-08
,200,point,39017,2 wk ahead inc case,2020-08-02,2020-08-15
,180,point,39017,3 wk ahead inc case,2020-08-02,2020-08-22
,158,point,39017,4 wk ahead inc case,2020-08-02,2020-08-29
,356,point,37067,1 wk ahead inc case,2020-08-02,2020-08-08
,320,point,37067,2 wk ahead inc case,2020-08-02,2020-08-15
,300,point,37067,3 wk ahead inc case,2020-08-02,2020-08-22
,271,point,37067,4 wk ahead inc case,2020-08-02,2020-08-29
,56,point,41039,1 wk ahead inc case,2020-08-02,2020-08-08
,48,point,41039,2 wk ahead inc case,2020-08-02,2020-08-15
,43,point,41039,3 wk ahead inc case,2020-08-02,2020-08-22
,37,point,41039,4 wk ahead inc case,2020-08-02,2020-08-29
,236,point,18003,1 wk ahead inc case,2020-08-02,2020-08-08
,252,point,18003,2 wk ahead inc case,2020-08-02,2020-08-15
,262,point,18003,3 wk ahead inc case,2020-08-02,2020-08-22
,275,point,18003,4 wk ahead inc case,2020-08-02,2020-08-29
,1214,point,12097,1 wk ahead inc case,2020-08-02,2020-08-08
,1011,point,12097,2 wk ahead inc case,2020-08-02,2020-08-15
,866,point,12097,3 wk ahead inc case,2020-08-02,2020-08-22
,746,point,12097,4 wk ahead inc case,2020-08-02,2020-08-29
,1529,point,48039,1 wk ahead inc case,2020-08-02,2020-08-08
,1584,point,48039,2 wk ahead inc case,2020-08-02,2020-08-15
,1634,point,48039,3 wk ahead inc case,2020-08-02,2020-08-22
,1593,point,48039,4 wk ahead inc case,2020-08-02,2020-08-29
,551,point,01089,1 wk ahead inc case,2020-08-02,2020-08-08
,423,point,01089,2 wk ahead inc case,2020-08-02,2020-08-15
,340,point,01089,3 wk ahead inc case,2020-08-02,2020-08-22
,262,point,01089,4 wk ahead inc case,2020-08-02,2020-08-29
,172,point,39151,1 wk ahead inc case,2020-08-02,2020-08-08
,171,point,39151,2 wk ahead inc case,2020-08-02,2020-08-15
,182,point,39151,3 wk ahead inc case,2020-08-02,2020-08-22
,186,point,39151,4 wk ahead inc case,2020-08-02,2020-08-29
,126,point,42077,1 wk ahead inc case,2020-08-02,2020-08-08
,123,point,42077,2 wk ahead inc case,2020-08-02,2020-08-15
,119,point,42077,3 wk ahead inc case,2020-08-02,2020-08-22
,114,point,42077,4 wk ahead inc case,2020-08-02,2020-08-29
,532,point,47065,1 wk ahead inc case,2020-08-02,2020-08-08
,504,point,47065,2 wk ahead inc case,2020-08-02,2020-08-15
,476,point,47065,3 wk ahead inc case,2020-08-02,2020-08-22
,426,point,47065,4 wk ahead inc case,2020-08-02,2020-08-29
,122,point,26161,1 wk ahead inc case,2020-08-02,2020-08-08
,107,point,26161,2 wk ahead inc case,2020-08-02,2020-08-15
,97,point,26161,3 wk ahead inc case,2020-08-02,2020-08-22
,85,point,26161,4 wk ahead inc case,2020-08-02,2020-08-29
,121,point,34021,1 wk ahead inc case,2020-08-02,2020-08-08
,147,point,34021,2 wk ahead inc case,2020-08-02,2020-08-15
,184,point,34021,3 wk ahead inc case,2020-08-02,2020-08-22
,221,point,34021,4 wk ahead inc case,2020-08-02,2020-08-29
,470,point,12069,1 wk ahead inc case,2020-08-02,2020-08-08
,375,point,12069,2 wk ahead inc case,2020-08-02,2020-08-15
,302,point,12069,3 wk ahead inc case,2020-08-02,2020-08-22
,240,point,12069,4 wk ahead inc case,2020-08-02,2020-08-29
,1430,point,12083,1 wk ahead inc case,2020-08-02,2020-08-08
,1479,point,12083,2 wk ahead inc case,2020-08-02,2020-08-15
,1523,point,12083,3 wk ahead inc case,2020-08-02,2020-08-22
,1583,point,12083,4 wk ahead inc case,2020-08-02,2020-08-29
,530,point,48027,1 wk ahead inc case,2020-08-02,2020-08-08
,525,point,48027,2 wk ahead inc case,2020-08-02,2020-08-15
,527,point,48027,3 wk ahead inc case,2020-08-02,2020-08-22
,480,point,48027,4 wk ahead inc case,2020-08-02,2020-08-29
,1186,point,48355,1 wk ahead inc case,2020-08-02,2020-08-08
,768,point,48355,2 wk ahead inc case,2020-08-02,2020-08-15
,522,point,48355,3 wk ahead inc case,2020-08-02,2020-08-22
,342,point,48355,4 wk ahead inc case,2020-08-02,2020-08-29
,335,point,27003,1 wk ahead inc case,2020-08-02,2020-08-08
,348,point,27003,2 wk ahead inc case,2020-08-02,2020-08-15
,377,point,27003,3 wk ahead inc case,2020-08-02,2020-08-22
,408,point,27003,4 wk ahead inc case,2020-08-02,2020-08-29
,148,point,08069,1 wk ahead inc case,2020-08-02,2020-08-08
,140,point,08069,2 wk ahead inc case,2020-08-02,2020-08-15
,144,point,08069,3 wk ahead inc case,2020-08-02,2020-08-22
,134,point,08069,4 wk ahead inc case,2020-08-02,2020-08-29
,278,point,49011,1 wk ahead inc case,2020-08-02,2020-08-08
,229,point,49011,2 wk ahead inc case,2020-08-02,2020-08-15
,198,point,49011,3 wk ahead inc case,2020-08-02,2020-08-22
,162,point,49011,4 wk ahead inc case,2020-08-02,2020-08-29
,484,point,45051,1 wk ahead inc case,2020-08-02,2020-08-08
,352,point,45051,2 wk ahead inc case,2020-08-02,2020-08-15
,268,point,45051,3 wk ahead inc case,2020-08-02,2020-08-22
,198,point,45051,4 wk ahead inc case,2020-08-02,2020-08-29
,365,point,51041,1 wk ahead inc case,2020-08-02,2020-08-08
,413,point,51041,2 wk ahead inc case,2020-08-02,2020-08-15
,478,point,51041,3 wk ahead inc case,2020-08-02,2020-08-22
,542,point,51041,4 wk ahead inc case,2020-08-02,2020-08-29
,121,point,08035,1 wk ahead inc case,2020-08-02,2020-08-08
,104,point,08035,2 wk ahead inc case,2020-08-02,2020-08-15
,88,point,08035,3 wk ahead inc case,2020-08-02,2020-08-22
,76,point,08035,4 wk ahead inc case,2020-08-02,2020-08-29
,114,point,42129,1 wk ahead inc case,2020-08-02,2020-08-08
,96,point,42129,2 wk ahead inc case,2020-08-02,2020-08-15
,86,point,42129,3 wk ahead inc case,2020-08-02,2020-08-22
,73,point,42129,4 wk ahead inc case,2020-08-02,2020-08-29
,202,point,41047,1 wk ahead inc case,2020-08-02,2020-08-08
,183,point,41047,2 wk ahead inc case,2020-08-02,2020-08-15
,168,point,41047,3 wk ahead inc case,2020-08-02,2020-08-22
,151,point,41047,4 wk ahead inc case,2020-08-02,2020-08-29
,590,point,48167,1 wk ahead inc case,2020-08-02,2020-08-08
,391,point,48167,2 wk ahead inc case,2020-08-02,2020-08-15
,285,point,48167,3 wk ahead inc case,2020-08-02,2020-08-22
,191,point,48167,4 wk ahead inc case,2020-08-02,2020-08-29
,288,point,18057,1 wk ahead inc case,2020-08-02,2020-08-08
,314,point,18057,2 wk ahead inc case,2020-08-02,2020-08-15
,356,point,18057,3 wk ahead inc case,2020-08-02,2020-08-22
,382,point,18057,4 wk ahead inc case,2020-08-02,2020-08-29
,327,point,37051,1 wk ahead inc case,2020-08-02,2020-08-08
,333,point,37051,2 wk ahead inc case,2020-08-02,2020-08-15
,360,point,37051,3 wk ahead inc case,2020-08-02,2020-08-22
,375,point,37051,4 wk ahead inc case,2020-08-02,2020-08-29
,590,point,47149,1 wk ahead inc case,2020-08-02,2020-08-08
,504,point,47149,2 wk ahead inc case,2020-08-02,2020-08-15
,442,point,47149,3 wk ahead inc case,2020-08-02,2020-08-22
,374,point,47149,4 wk ahead inc case,2020-08-02,2020-08-29
,265,point,51087,1 wk ahead inc case,2020-08-02,2020-08-08
,278,point,51087,2 wk ahead inc case,2020-08-02,2020-08-15
,316,point,51087,3 wk ahead inc case,2020-08-02,2020-08-22
,332,point,51087,4 wk ahead inc case,2020-08-02,2020-08-29
,31,point,34035,1 wk ahead inc case,2020-08-02,2020-08-08
,23,point,34035,2 wk ahead inc case,2020-08-02,2020-08-15
,18,point,34035,3 wk ahead inc case,2020-08-02,2020-08-22
,14,point,34035,4 wk ahead inc case,2020-08-02,2020-08-29
,668,point,12111,1 wk ahead inc case,2020-08-02,2020-08-08
,578,point,12111,2 wk ahead inc case,2020-08-02,2020-08-15
,512,point,12111,3 wk ahead inc case,2020-08-02,2020-08-22
,440,point,12111,4 wk ahead inc case,2020-08-02,2020-08-29
,146,point,08013,1 wk ahead inc case,2020-08-02,2020-08-08
,158,point,08013,2 wk ahead inc case,2020-08-02,2020-08-15
,182,point,08013,3 wk ahead inc case,2020-08-02,2020-08-22
,184,point,08013,4 wk ahead inc case,2020-08-02,2020-08-29
,35,point,36087,1 wk ahead inc case,2020-08-02,2020-08-08
,27,point,36087,2 wk ahead inc case,2020-08-02,2020-08-15
,22,point,36087,3 wk ahead inc case,2020-08-02,2020-08-22
,18,point,36087,4 wk ahead inc case,2020-08-02,2020-08-29
,287,point,24027,1 wk ahead inc case,2020-08-02,2020-08-08
,305,point,24027,2 wk ahead inc case,2020-08-02,2020-08-15
,330,point,24027,3 wk ahead inc case,2020-08-02,2020-08-22
,349,point,24027,4 wk ahead inc case,2020-08-02,2020-08-29
,126,point,08123,1 wk ahead inc case,2020-08-02,2020-08-08
,105,point,08123,2 wk ahead inc case,2020-08-02,2020-08-15
,92,point,08123,3 wk ahead inc case,2020-08-02,2020-08-22
,78,point,08123,4 wk ahead inc case,2020-08-02,2020-08-29
,232,point,21067,1 wk ahead inc case,2020-08-02,2020-08-08
,212,point,21067,2 wk ahead inc case,2020-08-02,2020-08-15
,216,point,21067,3 wk ahead inc case,2020-08-02,2020-08-22
,198,point,21067,4 wk ahead inc case,2020-08-02,2020-08-29
,282,point,37063,1 wk ahead inc case,2020-08-02,2020-08-08
,231,point,37063,2 wk ahead inc case,2020-08-02,2020-08-15
,197,point,37063,3 wk ahead inc case,2020-08-02,2020-08-22
,160,point,37063,4 wk ahead inc case,2020-08-02,2020-08-29
,262,point,45083,1 wk ahead inc case,2020-08-02,2020-08-08
,203,point,45083,2 wk ahead inc case,2020-08-02,2020-08-15
,160,point,45083,3 wk ahead inc case,2020-08-02,2020-08-22
,121,point,45083,4 wk ahead inc case,2020-08-02,2020-08-29
,298,point,31109,1 wk ahead inc case,2020-08-02,2020-08-08
,286,point,31109,2 wk ahead inc case,2020-08-02,2020-08-15
,278,point,31109,3 wk ahead inc case,2020-08-02,2020-08-22
,268,point,31109,4 wk ahead inc case,2020-08-02,2020-08-29
,869,point,12033,1 wk ahead inc case,2020-08-02,2020-08-08
,676,point,12033,2 wk ahead inc case,2020-08-02,2020-08-15
